order_id,voucher_amount,date_time,eta_seconds,food_price,cust_id,rating,delivery_fee,resto_id,status,random_id
FOOD-10080,0,2018-07-08T17:16:11.503076,727,109800,580514,5,9000,200003382,Completed,0.09774165408
FOOD-10232,0,2018-07-22T20:20:28.453883,196,46900,1096998,,4000,742681863,Cancelled,0.765012974
FOOD-10205,15000,2018-07-21T01:35:15.833821,1569,43900,316834,5,0,742676756,Completed,0.8235064804
FOOD-10341,0,2018-08-03T12:27:49.311627,1646,49800,866805,5,4000,742535476,Completed,0.06274513367
FOOD-11031,0,2018-09-27T15:58:36.690686,736,35900,849324,,10000,742689962,Cancelled,0.7831285885
FOOD-10460,0,2018-08-13T14:48:23.789972,5527,103100,1191779,,40000,742541893,Completed,0.5878898892
FOOD-10493,0,2018-08-17T15:52:30.348086,1973,145700,380092,,10000,742638096,Completed,0.7522382563
FOOD-10060,3000,2018-07-06T19:37:34.743762,3848,215600,1472725,5,13000,742596786,Completed,0.3184114681
FOOD-10818,0,2018-09-14T22:35:27.942719,1530,25900,1284060,5,9000,742728259,Completed,0.6045491069
FOOD-10045,0,2018-07-05T16:11:12.402610,2367,110700,366528,5,13000,742528780,Completed,0.09454532049
FOOD-10142,0,2018-07-14T18:16:44.594618,850,49600,384520,,9000,742549953,Completed,0.9638409346
FOOD-10709,0,2018-09-06T16:38:47.452789,1947,62300,1319474,5,4000,742527575,Completed,0.3305955405
FOOD-10903,0,2018-09-18T18:50:37.988242,1138,148100,1379631,,12000,742577245,Completed,0.8060665401
FOOD-10323,0,2018-08-01T15:20:58.999795,1835,54900,357568,5,22000,200011181,Completed,0.1513671184
FOOD-10422,0,2018-08-10T16:50:04.494511,2066,255200,1379631,,13000,742528005,Completed,0.8073461482
FOOD-10442,0,2018-08-12T10:34:44.018971,2234,63700,1191779,,8000,742723260,Completed,0.1623055764
FOOD-10900,0,2018-09-18T17:47:01.329021,1437,49600,594262,,9000,742594499,Completed,0.115665739
FOOD-10836,0,2018-09-15T17:22:15.793096,82,87800,1383625,,14000,742528069,Cancelled,0.7346612729
FOOD-10971,0,2018-09-23T12:33:46.555469,1069,80600,960065,,11000,742538191,Completed,0.7570894106
FOOD-10063,0,2018-07-06T20:32:16.727713,1962,114000,1194303,5,4000,742550472,Completed,0.1141846715
FOOD-10195,5000,2018-07-19T21:11:15.078954,962,19900,1089034,5,9000,742741653,Completed,0.3456430735
FOOD-10791,5000,2018-09-13T17:58:59.063309,2587,90700,1135466,5,0,742567314,Completed,0.1574679261
FOOD-10164,0,2018-07-16T19:00:55.272015,2445,49200,1094787,5,4000,742629544,Completed,0.5647668901
FOOD-10586,2000,2018-08-26T11:49:54.235825,999,49200,1379865,,0,742586477,Completed,0.1431799632
FOOD-10461,0,2018-08-13T15:06:56.896798,2151,147800,1360716,5,11000,742743527,Completed,0.8330319375
FOOD-10160,0,2018-07-16T16:07:59.116039,1411,100700,366528,5,14000,742618303,Completed,0.9908210767
FOOD-10326,5000,2018-08-01T15:42:40.826709,2357,70800,366721,5,0,742529086,Completed,0.1039597802
FOOD-11057,0,2018-09-30T11:37:59.720659,1705,113400,59565,,12000,742615809,Completed,0.7076041379
FOOD-10006,3000,2018-07-01T17:19:33.935851,1269,33300,316834,5,10000,742554025,Completed,0.2161877739
FOOD-10011,3000,2018-07-01T23:47:20.206826,2699,26600,316834,5,9000,742613767,Completed,0.8506249277
FOOD-10585,0,2018-08-26T01:00:19.324858,1867,61500,1351793,,7000,742721020,Completed,0.08342643048
FOOD-10066,0,2018-07-07T12:29:31.077240,2166,35500,594262,4,9000,742531591,Completed,0.8782196814
FOOD-10500,0,2018-08-18T14:26:34.089982,9,63000,1191779,,14000,742618679,Cancelled,0.1618212804
FOOD-10945,0,2018-09-22T10:51:48.097031,291,181500,1079631,,4000,742669779,Cancelled,0.1285470095
FOOD-10706,0,2018-09-06T12:18:56.730716,1333,63000,697545,,2000,742671779,Completed,0.5642514232
FOOD-10072,0,2018-07-07T21:37:27.420839,2151,96700,1191779,,9000,742524667,Completed,0.7278275536
FOOD-10689,5000,2018-09-04T11:46:39.374061,2006,32600,1205633,,8000,742622902,Completed,0.3061820633
FOOD-11016,0,2018-09-26T12:23:00.145567,2098,85300,1012995,,9000,742574142,Completed,0.4338035712
FOOD-10656,0,2018-09-01T17:31:08.211339,1967,82200,1319474,5,10000,742531018,Completed,0.005979585002
FOOD-10092,0,2018-07-10T12:52:30.666627,264,54600,1113881,,15000,742587625,Cancelled,0.4659433623
FOOD-11037,0,2018-09-27T23:14:44.778906,2144,88800,960065,,14000,742538191,Completed,0.8547590112
FOOD-10056,0,2018-07-06T15:12:14.328757,3068,59900,1094787,5,16000,742773344,Completed,0.9824407987
FOOD-10108,0,2018-07-10T23:44:01.415904,2196,161700,463180,5,12000,742725613,Completed,0.3881521938
FOOD-10738,0,2018-09-08T17:33:45.953802,2058,22900,1542763,5,10000,742530411,Completed,0.5204960753
FOOD-10134,0,2018-07-14T15:19:59.320384,1754,72200,410472,,25000,742591683,Cancelled,0.9967783063
FOOD-10707,15000,2018-09-06T12:23:04.719612,1112,117900,439651,5,0,742534921,Completed,0.4216906215
FOOD-10400,0,2018-08-07T20:43:50.025528,1902,97700,1544551,5,12000,742702539,Completed,0.8062018585
FOOD-10433,0,2018-08-11T17:24:31.679209,1232,21200,158214,5,4000,742610474,Completed,0.7850855447
FOOD-10242,0,2018-07-23T19:36:22.553810,899,17800,366721,5,4000,742544273,Completed,0.5339431432
FOOD-10249,10000,2018-07-24T19:23:26.167686,1659,45900,1379865,,0,742586477,Completed,0.609207296
FOOD-10173,0,2018-07-17T16:43:55.891919,1700,45300,697545,5,15000,742577245,Completed,0.8244513715
FOOD-10580,0,2018-08-25T18:49:16.559999,1153,82600,1406088,,9000,742642403,Completed,0.5481867739
FOOD-10956,5000,2018-09-22T15:57:44.068166,1767,51600,357568,,5000,742538499,Completed,0.8972743473
FOOD-10041,0,2018-07-04T20:46:52.565536,1507,25300,1230166,5,4000,742713255,Completed,0.680467192
FOOD-10778,5000,2018-09-12T13:07:33.118473,2398,48700,1094787,5,4000,742629544,Completed,0.7840006624
FOOD-10504,0,2018-08-18T15:13:54.072184,1154,37900,82880,,13000,742567099,Completed,0.199790364
FOOD-10519,0,2018-08-19T19:22:04.062306,1812,24100,1383625,,9000,742587499,Completed,0.03157412811
FOOD-10073,0,2018-07-08T01:10:54.089095,1034,29900,1404077,5,7000,742650491,Completed,0.3323408062
FOOD-10047,0,2018-07-05T17:19:55.699677,1370,40600,1211635,5,4000,742549953,Completed,0.209575885
FOOD-10266,0,2018-07-26T15:48:24.018203,2655,240700,297674,5,12000,742661874,Completed,0.6713204024
FOOD-10658,15000,2018-09-01T18:04:53.682169,1600,122300,255310,5,0,742533854,Completed,0.4639499623
FOOD-10858,0,2018-09-16T14:10:32.997413,786,89400,361927,,29000,742622470,Cancelled,0.6268224447
FOOD-10768,5000,2018-09-11T12:28:16.218820,1880,69200,1548571,5,9000,742559775,Completed,0.4369526035
FOOD-10237,5000,2018-07-23T15:15:06.536588,1659,32100,357568,5,5000,742538499,Completed,0.70627221
FOOD-11047,0,2018-09-28T19:05:00.632580,1521,139100,943758,,5000,742537083,Completed,0.240999512
FOOD-10810,0,2018-09-14T18:41:02.071926,2133,106200,1406088,,12000,742656995,Completed,0.776130218
FOOD-10125,0,2018-07-13T12:52:55.636091,1449,44600,697545,5,9000,742626384,Completed,0.5913552002
FOOD-10269,0,2018-07-26T18:47:21.673104,2277,170500,59565,4,13000,742678768,Completed,0.4818643115
FOOD-10010,0,2018-07-01T23:31:00.240492,1773,90600,1351793,5,13000,742543809,Completed,0.318671252
FOOD-10235,5000,2018-07-23T12:36:18.659982,1394,20700,255310,5,0,742743829,Completed,0.308864252
FOOD-10391,0,2018-08-06T19:11:59.884919,1767,68000,1194303,,12000,200002164,Completed,0.08727277675
FOOD-10962,0,2018-09-22T18:08:40.357756,715,20100,1232372,5,10000,742590741,Completed,0.8061001698
FOOD-10740,0,2018-09-08T20:34:51.208297,977,30100,1240387,5,10000,742548388,Completed,0.4194798349
FOOD-10941,0,2018-09-21T19:57:28.598263,711,26800,1010922,,9000,742718194,Cancelled,0.7366393555
FOOD-10847,0,2018-09-16T13:13:43.990766,3295,43600,843879,5,21000,742598967,Completed,0.89142156
FOOD-10170,0,2018-07-17T14:04:12.271225,1698,87900,1089034,5,12000,742594125,Completed,0.09998724906
FOOD-10506,9000,2018-08-18T19:00:43.103495,960,33700,1050269,5,0,742532406,Completed,0.3336694691
FOOD-10013,0,2018-07-02T13:53:36.765502,615,33900,357568,,9000,742689248,Cancelled,0.3415831144
FOOD-10005,0,2018-07-01T16:31:35.700543,1341,30500,884440,4,13000,742721012,Completed,0.8931224939
FOOD-10387,10000,2018-08-06T16:08:58.533503,147,58300,316834,,5000,742527780,Cancelled,0.6412620794
FOOD-10846,0,2018-09-16T11:57:06.087709,4038,270900,1294885,5,30000,742538238,Completed,0.1340818745
FOOD-10295,0,2018-07-29T13:29:25.628550,1396,49500,588886,5,4000,742627192,Completed,0.9873184849
FOOD-10293,0,2018-07-29T10:32:11.187058,2656,37600,466885,5,23000,742731698,Completed,0.8601517752
FOOD-10255,0,2018-07-25T13:19:22.649039,3325,83100,410472,5,25000,742591683,Completed,0.09382190655
FOOD-10404,0,2018-08-08T15:34:05.404316,1598,21100,1284060,5,10000,742784194,Completed,0.7989004315
FOOD-10526,0,2018-08-20T19:22:45.420374,328,81400,1094787,,9000,742620545,Cancelled,0.9195254841
FOOD-10077,0,2018-07-08T15:47:30.060644,4659,85100,912287,5,14000,742588044,Completed,0.6231616107
FOOD-10046,0,2018-07-05T16:59:01.916487,2056,36900,1232372,5,4000,742678784,Completed,0.1761647543
FOOD-10990,0,2018-09-23T20:35:04.579589,113,172100,395715,,4000,742545718,Cancelled,0.2921055894
FOOD-10581,0,2018-08-25T19:43:50.935558,1685,48100,884440,,9000,742763083,Completed,0.3669035935
FOOD-10322,0,2018-08-01T15:11:05.368042,1384,75200,366721,5,4000,742622651,Completed,0.3280566679
FOOD-10699,0,2018-09-05T12:58:14.239314,3089,176800,1383625,,25000,742781678,Completed,0.432491733
FOOD-10383,0,2018-08-06T08:24:18.279786,2044,238100,1319474,5,14000,742530390,Completed,0.2383905745
FOOD-10682,0,2018-09-03T12:24:24.341043,974,24300,1113881,5,6000,742808198,Completed,0.37933299
FOOD-10015,0,2018-07-02T19:07:34.102484,23,41000,1094787,,9000,742758916,Cancelled,0.8232518021
FOOD-10408,0,2018-08-09T18:30:30.725239,1652,110200,1514562,,4000,742567102,Completed,0.4617263801
FOOD-10899,0,2018-09-18T17:00:51.560343,2122,56200,1296335,5,7000,742618308,Completed,0.9474511077
FOOD-10190,0,2018-07-19T14:45:05.102148,1458,46500,1232372,5,9000,742626745,Completed,0.7472594144
FOOD-10632,0,2018-08-30T20:15:10.873449,2540,75400,1008998,,4000,742723886,Completed,0.5075246732
FOOD-11017,0,2018-09-26T13:09:36.060059,2122,54800,82880,,10000,742586653,Completed,0.6325580647
FOOD-10968,0,2018-09-22T21:15:31.712309,1675,82600,1240387,,9000,742544240,Completed,0.6919762344
FOOD-10144,0,2018-07-14T20:18:29.869935,2896,146000,617777,5,15000,742550286,Completed,0.03480342458
FOOD-10284,0,2018-07-28T14:19:05.958452,1056,67400,697545,5,9000,742671779,Completed,0.2542168826
FOOD-11056,0,2018-09-30T11:28:01.894626,3270,58000,866805,,6000,742529709,Completed,0.2667174918
FOOD-10619,0,2018-08-30T10:12:19.850362,1168,56100,849324,5,10000,742649031,Completed,0.824331824
FOOD-10480,0,2018-08-15T22:26:44.345006,1993,57700,1194303,5,6000,742531201,Completed,0.7288225827
FOOD-10282,0,2018-07-28T13:39:42.137484,413,37700,466885,,21000,742635319,Cancelled,0.3488255115
FOOD-10748,0,2018-09-09T15:37:03.788860,1160,54200,366528,,13000,742586883,Completed,0.5080440703
FOOD-10291,0,2018-07-28T21:05:40.527134,1863,89000,1240387,5,10000,742570143,Completed,0.5288422683
FOOD-10336,0,2018-08-02T20:04:39.466017,5,33300,366721,,5000,742537745,Cancelled,0.2571300392
FOOD-10879,0,2018-09-17T18:59:10.950526,1548,101100,861950,5,12000,742760726,Completed,0.7295665263
FOOD-10111,0,2018-07-11T13:26:08.502038,551,85600,1472725,,11000,742756573,Cancelled,0.6115067972
FOOD-10800,0,2018-09-14T14:53:31.857768,1106,20200,594840,5,4000,742681873,Completed,0.7497399157
FOOD-10532,0,2018-08-21T17:43:55.762080,1243,32300,1095259,,4000,742526134,Completed,0.1613011565
FOOD-10413,0,2018-08-09T21:30:34.940691,1043,24600,884440,5,4000,742763083,Completed,0.204280461
FOOD-10180,0,2018-07-18T20:36:34.214454,287,80300,511038,,10000,200008157,Cancelled,0.1841913571
FOOD-10692,0,2018-09-04T14:31:27.832744,977,32900,733533,5,4000,742744769,Completed,0.1092660426
FOOD-10824,5000,2018-09-15T12:02:07.620216,1069,85800,366721,5,3000,742569057,Completed,0.0229752844
FOOD-10508,0,2018-08-18T21:00:40.422084,5,190500,123830,,24000,742579094,Cancelled,0.7320896131
FOOD-10268,5000,2018-07-26T16:57:30.150926,2067,136800,1135466,5,1000,742538037,Completed,0.9893679245
FOOD-10844,0,2018-09-16T11:00:55.539184,171,242000,1294885,,36000,742526665,Cancelled,0.4360706313
FOOD-10380,0,2018-08-05T22:08:25.424821,375,142700,1383625,,39000,200003382,Cancelled,0.8372866885
FOOD-10845,0,2018-09-16T11:52:48.597895,45,241100,1294885,,43000,742526665,Cancelled,0.3045054492
FOOD-10809,0,2018-09-14T18:31:41.654336,2220,146200,361927,,13000,742527269,Completed,0.2851059997
FOOD-10206,0,2018-07-21T11:22:07.940021,1358,21100,158214,5,1000,742610474,Completed,0.860973456
FOOD-11019,2000,2018-09-26T15:26:38.364281,2000,29100,255310,,0,742633392,Completed,0.4030354301
FOOD-10498,5000,2018-08-18T12:34:23.770540,1978,37000,906222,,0,742703815,Cancelled,0.4382235469
FOOD-10224,0,2018-07-22T13:22:23.104637,1771,21900,158214,5,8000,742610474,Completed,0.310503505
FOOD-10489,0,2018-08-17T10:42:09.587871,2235,53600,687194,5,12000,742538031,Completed,0.3053114448
FOOD-10147,0,2018-07-15T10:06:15.968433,1438,41200,366528,5,9000,742586883,Completed,0.9564351778
FOOD-10214,0,2018-07-21T22:21:43.639880,1572,53400,1061640,5,4000,742553971,Completed,0.8006329923
FOOD-10438,0,2018-08-11T19:55:14.780317,2443,113700,940042,5,9000,742734686,Completed,0.4554497996
FOOD-10703,0,2018-09-05T17:10:29.432514,1865,48100,1347550,,9000,742535311,Completed,0.5865129608
FOOD-10250,5000,2018-07-24T20:10:09.028162,2205,48400,1094787,5,4000,742724601,Completed,0.7137518817
FOOD-10273,0,2018-07-27T16:00:57.704356,2989,71000,1472725,5,7000,742531240,Completed,0.029105525
FOOD-10491,5000,2018-08-17T14:16:01.942818,1243,37000,316834,5,4000,742799965,Completed,0.8539428426
FOOD-10048,0,2018-07-05T18:20:35.472651,2386,62600,630004,5,5000,742554548,Completed,0.296202438
FOOD-10388,10000,2018-08-06T16:12:28.351102,1562,54600,316834,5,5000,742527780,Completed,0.2078731555
FOOD-10551,0,2018-08-23T12:14:14.741291,4232,56400,1163202,5,6000,742784553,Completed,0.3764195217
FOOD-10171,0,2018-07-17T15:15:11.887183,2925,109400,357568,5,11000,742538499,Completed,0.6263333348
FOOD-10303,0,2018-07-30T14:25:46.147854,1455,55900,630004,5,4000,742624928,Completed,0.06805377902
FOOD-11051,0,2018-09-29T12:59:31.195460,2012,51500,906222,,11000,742539016,Completed,0.304825918
FOOD-10988,0,2018-09-23T19:24:51.209169,1411,63000,1194303,5,5000,742531201,Completed,0.4172123682
FOOD-11039,0,2018-09-28T11:40:36.225244,114,32900,960065,,9000,742641741,Cancelled,0.7624692754
FOOD-10870,0,2018-09-17T12:29:39.486398,2985,147700,361927,,14000,742527269,Completed,0.8457741595
FOOD-10564,5000,2018-08-24T11:56:40.972698,2725,66400,1305973,,5000,742539036,Completed,0.5684849853
FOOD-10181,0,2018-07-18T20:41:30.718241,604,82800,511038,,10000,200008157,Cancelled,0.6841441948
FOOD-10556,0,2018-08-23T19:32:26.178910,970,33500,1514562,5,4000,742605809,Completed,0.6855667509
FOOD-10601,0,2018-08-27T20:20:13.968676,1260,19000,366721,5,7000,742537745,Completed,0.2860148963
FOOD-10176,0,2018-07-18T17:12:08.113901,2280,99500,630004,5,10000,742539035,Completed,0.2051929418
FOOD-11055,0,2018-09-29T19:02:34.024706,3510,147900,128682,,28000,742528562,Completed,0.7674948515
FOOD-10215,0,2018-07-21T23:39:51.672968,1562,76400,472466,5,13000,742531805,Completed,0.8657336088
FOOD-11026,0,2018-09-26T23:09:24.222765,337,21300,854741,,5000,742753706,Cancelled,0.4866690776
FOOD-10234,5000,2018-07-23T07:39:15.364206,1904,25700,255310,5,0,742684595,Completed,0.1647379423
FOOD-10915,0,2018-09-20T12:39:57.156036,4085,71200,1294885,5,9000,742715214,Completed,0.1082052885
FOOD-10315,0,2018-07-31T14:05:31.969798,2389,161700,647544,5,4000,742560885,Completed,0.4624249045
FOOD-11072,25000,2018-09-30T19:06:10.486158,1973,91900,854144,,0,742531812,Completed,0.8179306643
FOOD-10437,0,2018-08-11T19:00:49.115087,2587,62200,1095259,,8000,742741497,Completed,0.1001122021
FOOD-10973,0,2018-09-23T13:20:08.069555,1039,52900,293834,5,10000,742537485,Completed,0.4419129735
FOOD-10009,3000,2018-07-01T21:00:10.740964,1333,53900,316834,5,7000,742675846,Completed,0.8667099247
FOOD-10898,0,2018-09-18T13:59:20.321082,1228,14200,588886,5,4000,742548078,Completed,0.7516530465
FOOD-10573,0,2018-08-25T11:44:52.899749,1603,24300,1089034,5,0,742630883,Completed,0.7957010357
FOOD-10487,0,2018-08-16T20:48:32.271400,2455,32600,1351793,,10000,742624414,Completed,0.6103209357
FOOD-10645,0,2018-09-01T01:00:34.081128,2364,173100,352393,5,16000,742538073,Completed,0.1870828013
FOOD-10132,6000,2018-07-14T09:50:42.211931,1554,105800,616763,5,4000,742650428,Completed,0.2339596471
FOOD-10192,0,2018-07-19T18:48:04.373327,4,85500,532173,,4000,742650217,Cancelled,0.3620287422
FOOD-10194,5000,2018-07-19T19:38:09.477856,1417,60200,1211635,5,0,742567102,Completed,0.2462783073
FOOD-10514,0,2018-08-19T13:35:52.186812,48,297100,1150199,,19000,742621769,Cancelled,0.1766497223
FOOD-10959,0,2018-09-22T16:55:50.056134,1277,58800,949010,5,4000,742584335,Completed,0.3267229855
FOOD-10432,0,2018-08-11T16:27:41.466692,805,18000,1081809,,4000,742768858,Completed,0.9649138798
FOOD-10153,0,2018-07-15T20:30:58.904677,1997,90700,1548571,5,12000,742666261,Completed,0.6602397463
FOOD-10981,0,2018-09-23T15:22:33.007764,2298,125200,1150199,,9000,742621820,Completed,0.8348776965
FOOD-10055,0,2018-07-06T14:57:59.541564,170,49200,366528,,10000,742740466,Cancelled,0.5554426692
FOOD-10429,0,2018-08-11T14:59:21.846605,1286,28600,316834,5,4000,742600510,Completed,0.1078634805
FOOD-10803,4000,2018-09-14T17:24:33.206243,1728,185300,1135466,5,0,742548992,Completed,0.1083098615
FOOD-10821,5000,2018-09-15T11:44:25.599571,214,83100,366721,,19000,742527930,Cancelled,0.9336910766
FOOD-10019,0,2018-07-03T12:12:51.406644,2910,35400,854709,5,6000,742723743,Completed,0.6442169295
FOOD-10746,0,2018-09-09T14:57:35.449857,1903,71200,1479204,,4000,742531591,Completed,0.5187620482
FOOD-10639,0,2018-08-31T21:17:31.134139,1084,35700,463180,5,9000,742740172,Completed,0.5058682115
FOOD-10473,0,2018-08-15T13:38:30.192297,1390,66200,1081809,,4000,742549676,Completed,0.0155541045
FOOD-10545,0,2018-08-22T19:52:29.211657,345,45200,630004,,10000,742624928,Cancelled,0.09291642415
FOOD-10691,15000,2018-09-04T14:22:18.739563,1743,69100,1094787,5,0,742646571,Completed,0.5053877371
FOOD-10980,5000,2018-09-23T14:42:34.601126,1233,27500,1094787,,4000,742652951,Completed,0.5658093193
FOOD-10065,0,2018-07-07T07:18:44.064224,882,93700,1351793,5,9000,742640313,Completed,0.990278611
FOOD-11063,0,2018-09-30T13:35:00.010737,2137,28300,103236,,11000,742531439,Completed,0.3573328072
FOOD-10228,0,2018-07-22T19:00:27.448483,10,42000,1364703,,19000,742539196,Cancelled,0.2390149086
FOOD-11036,0,2018-09-27T20:38:48.630304,587,35200,849324,,7000,742689962,Cancelled,0.2867207408
FOOD-10339,0,2018-08-03T01:24:21.914245,1443,43300,316834,5,7000,742676756,Completed,0.3176481057
FOOD-10435,10000,2018-08-11T17:48:59.327336,1208,25800,1230166,5,0,742784709,Completed,0.2299890413
FOOD-10257,5000,2018-07-25T16:21:58.384702,1796,137200,1135466,5,0,742567314,Completed,0.801338481
FOOD-10896,0,2018-09-18T13:06:24.066038,4221,132400,361927,,11000,742530083,Completed,0.6938624803
FOOD-10343,5000,2018-08-03T15:43:00.336899,2174,45900,1081809,,0,200003382,Completed,0.9045509799
FOOD-10078,0,2018-07-08T16:02:38.629791,1980,244400,366528,5,18000,742550498,Completed,0.3874621719
FOOD-10819,0,2018-09-14T23:12:33.443668,1489,42200,316834,5,7000,742735481,Completed,0.9871823838
FOOD-10712,0,2018-09-06T18:16:29.319299,2366,181400,352393,5,9000,742620487,Completed,0.7445986411
FOOD-10457,0,2018-08-12T22:38:56.837173,1167,143000,1095259,,4000,742527865,Completed,0.2681668205
FOOD-10721,0,2018-09-07T16:27:51.678802,461,48300,366528,,18000,200009033,Cancelled,0.9694835016
FOOD-10297,0,2018-07-29T15:50:24.204716,1585,123900,519859,5,9000,742547795,Completed,0.7939306755
FOOD-10878,16500,2018-09-17T18:19:12.662967,3322,104000,630004,5,0,742554548,Completed,0.3499724947
FOOD-10960,0,2018-09-22T17:46:38.873280,2581,89500,472466,5,9000,742531779,Completed,0.2208516929
FOOD-10787,0,2018-09-13T12:26:05.844827,2114,65600,1012995,5,2000,742587109,Completed,0.4857451
FOOD-10696,0,2018-09-05T11:17:26.379168,2225,82500,366721,5,4000,742587128,Completed,0.248346774
FOOD-10359,0,2018-08-04T15:20:25.105300,2532,62500,1191779,,13000,742636857,Completed,0.5354044606
FOOD-10670,0,2018-09-02T14:30:06.900848,1790,68600,410472,,20000,742591683,Completed,0.3177197425
FOOD-10572,0,2018-08-25T09:45:10.194143,1115,22100,103236,5,18000,742585684,Completed,0.308255588
FOOD-10655,15000,2018-09-01T17:28:11.026776,808,26700,929284,,0,742591128,Cancelled,0.7224225725
FOOD-10044,3000,2018-07-05T14:47:14.035205,2633,69400,410472,5,22000,742591683,Completed,0.8660317987
FOOD-10588,0,2018-08-26T14:20:36.202186,1666,79700,1094787,5,10000,742560544,Completed,0.5745198366
FOOD-10723,0,2018-09-07T17:56:07.196205,115,121400,384520,,13000,742810086,Cancelled,0.500252535
FOOD-10730,2000,2018-09-08T12:02:02.239963,1095,80000,687194,5,0,742538031,Completed,0.1721258725
FOOD-10030,3000,2018-07-04T00:06:26.145201,1793,48500,316834,5,4000,742676756,Completed,0.3959979405
FOOD-10890,0,2018-09-18T11:35:10.118283,1746,39800,1383625,,10000,742756630,Completed,0.511257897
FOOD-10934,0,2018-09-21T13:24:33.993804,1011,47300,1284060,,9000,742571777,Completed,0.7570922266
FOOD-10357,5000,2018-08-04T14:19:22.318957,809,124600,949010,,12000,742570145,Cancelled,0.7963908784
FOOD-10786,0,2018-09-13T12:24:00.542603,3117,181500,725307,5,21000,742539977,Completed,0.5660384078
FOOD-10908,0,2018-09-19T12:47:17.534441,3246,110800,161917,5,17000,742621769,Completed,0.4061167412
FOOD-10767,0,2018-09-11T10:01:39.286542,4601,65000,366528,,22000,742582839,Completed,0.7902023727
FOOD-10531,8000,2018-08-21T13:06:40.628176,1760,57900,1089034,5,0,742654369,Completed,0.4584238151
FOOD-10244,0,2018-07-24T11:10:32.006205,1669,41400,854709,5,10000,742541012,Completed,0.6699992891
FOOD-10871,0,2018-09-17T12:31:36.740558,2882,132800,361927,,6000,200003475,Completed,0.7545771533
FOOD-10023,0,2018-07-03T14:52:53.781974,1487,162800,357568,5,9000,742637826,Completed,0.5720967608
FOOD-10261,0,2018-07-25T20:25:05.816378,2217,93100,380092,5,9000,742568579,Completed,0.8373711717
FOOD-10331,0,2018-08-02T11:55:12.771141,1503,34400,532173,5,3000,742624919,Completed,0.7384632142
FOOD-10561,0,2018-08-24T10:10:23.344102,2890,28500,1383625,,9000,742529359,Completed,0.3202450949
FOOD-10240,6000,2018-07-23T17:55:41.060742,1627,40400,616763,5,0,742595557,Completed,0.4786153648
FOOD-10570,0,2018-08-24T19:56:18.026939,1471,28400,1094787,5,9000,742718214,Completed,0.6856256627
FOOD-10061,0,2018-07-06T19:48:07.690149,1852,56000,630004,5,8000,742560892,Completed,0.9464470572
FOOD-10906,0,2018-09-18T23:21:53.881579,2358,82100,589253,5,13000,742534610,Completed,0.8367420356
FOOD-10202,0,2018-07-20T20:23:49.706872,1363,46300,1061640,5,9000,742528177,Completed,0.5139671868
FOOD-10964,0,2018-09-22T19:27:35.901697,1901,142100,395715,,4000,742712015,Completed,0.755520771
FOOD-10187,0,2018-07-19T11:56:28.865899,2199,41200,357568,5,10000,742715077,Completed,0.9421745056
FOOD-10946,0,2018-09-22T10:57:52.171974,5039,199200,1079631,,4000,742669779,Completed,0.3741163983
FOOD-10469,0,2018-08-14T22:45:24.381488,1886,25700,815241,,13000,742541135,Completed,0.4848173681
FOOD-10468,0,2018-08-14T20:36:23.172196,2151,81200,1472725,5,4000,742667906,Completed,0.928892093
FOOD-10503,0,2018-08-18T15:13:45.414424,3100,56300,1094787,5,4000,742758916,Completed,0.8152157548
FOOD-10922,0,2018-09-20T15:23:16.122599,1978,85900,103236,5,4000,742531361,Completed,0.618586056
FOOD-10784,0,2018-09-12T20:34:42.930772,1462,25700,1484937,5,9000,742801437,Completed,0.2015739008
FOOD-10790,0,2018-09-13T17:20:16.885310,2118,114500,733533,5,9000,742605832,Completed,0.8339594105
FOOD-10708,0,2018-09-06T14:18:49.766289,3106,77300,366528,,4000,742560850,Completed,0.7748256134
FOOD-11048,5000,2018-09-28T19:11:10.841285,3518,48100,940042,4,2000,742574142,Completed,0.8310232973
FOOD-11042,0,2018-09-28T16:11:42.941273,94,64300,161917,,28000,742541160,Cancelled,0.528193919
FOOD-10986,0,2018-09-23T18:00:16.517295,1723,147900,128682,,4000,742622905,Completed,0.7662105479
FOOD-10412,0,2018-08-09T21:00:53.043963,2292,27000,943758,,9000,742632178,Completed,0.9931002729
FOOD-10247,0,2018-07-24T16:43:43.415967,1792,77600,1008214,5,14000,742574258,Completed,0.0474450569
FOOD-10872,0,2018-09-17T12:42:12.219253,1424,67400,616763,5,14000,742530470,Completed,0.3762426932
FOOD-10165,0,2018-07-16T19:44:33.044686,172,69900,463180,,10000,742531027,Cancelled,0.04344466299
FOOD-10162,0,2018-07-16T17:21:35.101854,1777,63200,366721,5,10000,200009357,Completed,0.4826124363
FOOD-10662,0,2018-09-01T20:09:52.035260,2104,110600,1096998,5,6000,742696050,Completed,0.1638729942
FOOD-10351,5000,2018-08-03T20:06:14.252636,1311,28300,1094787,5,4000,742718214,Completed,0.5446035342
FOOD-10505,4000,2018-08-18T15:14:37.714437,1178,31400,316834,5,0,742600510,Completed,0.01985874617
FOOD-10830,0,2018-09-15T13:42:05.092251,4,20400,1472725,,4000,742617670,Cancelled,0.3244729435
FOOD-10717,0,2018-09-07T12:51:42.413141,2083,42300,228764,,8000,742703549,Completed,0.9082796511
FOOD-10718,0,2018-09-07T12:57:56.186981,331,77700,1472725,,21000,742765974,Cancelled,0.6431499229
